test_id,seed,smiles,nlogP,canonical_smiles
0,7,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN(C)C,-0.11267173290252686,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN(C)C
0,7,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)CC1,-0.13320808112621307,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)CC1
0,7,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(=N)[nH]c4)nc(N4CCOCC4)c3s2)CC1,-0.13572393357753754,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(=N)[nH]c4)nc(N4CCOCC4)c3s2)CC1
0,7,Cc1c(Sc2ccc(C(F)(F)F)cc2)sc2c1C(N)NC(=N)N2,-0.15747536718845367,Cc1c(Sc2ccc(C(F)(F)F)cc2)sc2c1C(N)NC(=N)N2
0,7,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)C(=O)C1,-0.15820948779582977,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)C(=O)C1
0,7,CC(C)(C)c1nc2c([nH]1)c1c(c3cc(F)ccc32)C(=O)N=CC1,-0.16727551817893982,CC(C)(C)c1nc2c([nH]1)c1c(c3cc(F)ccc32)C(=O)N=CC1
0,7,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(CO)c4)nc(N4CCOCC4)c3s2)CC1,-0.16837593913078308,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(CO)c4)nc(N4CCOCC4)c3s2)CC1
0,7,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)C(=O)C1(C)C,-0.1784287691116333,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)C(=O)C1(C)C
0,7,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)C(C)(C)C1=O,-0.18080763518810272,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)C(C)(C)C1=O
0,7,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)c(F)c2)CC1,-0.1851717084646225,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)c(F)c2)CC1
0,7,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccccc3)c(F)c2)CC1,-0.1854015290737152,CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccccc3)c(F)c2)CC1
0,7,CC1(C)CC(N=C(S)Nc2ccc(S(N)(=O)=O)cc2Cl)CC(C)(C)N1O,-0.1905720829963684,CC1(C)CC(N=C(S)Nc2ccc(S(N)(=O)=O)cc2Cl)CC(C)(C)N1O
0,7,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)C(C)(C)C1,-0.193644180893898,CN1CCN(c2ccc(C3C=NC4=Nc5cnc(C(=O)O)cc5C4=C3)cc2)C(C)(C)C1
0,7,CC(O)=Nc1cc(Nc2cc(NC3=NCN(C)C3)n3ncc(C#N)c3n2)ccc1C,-0.1961829662322998,CC(O)=Nc1cc(Nc2cc(NC3=NCN(C)C3)n3ncc(C#N)c3n2)ccc1C
0,7,CC(=O)N1CCN(c2ccc(CN(C3CC3)S(=O)(=O)c3ccccc3)c(F)c2)CC1,-0.19673481583595276,CC(=O)N1CCN(c2ccc(CN(C3CC3)S(=O)(=O)c3ccccc3)c(F)c2)CC1
0,7,N#Cc1cc(Cl)cc(Oc2c(Cl)ccc(CNC(=O)C3=NC=NC3Cl)c2F)c1,-0.19867956638336182,N#Cc1cc(Cl)cc(Oc2c(Cl)ccc(CNC(=O)C3=NC=NC3Cl)c2F)c1
0,7,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCCN(C)C,-0.20032885670661926,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCCN(C)C
0,7,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CC(F)(F)F,-0.20414169132709503,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CC(F)(F)F
0,7,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN,-0.2069198191165924,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN
0,7,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C,-0.22711560130119324,CC(O)=Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C
1,7,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(=Nc2ccc([C@@H]3C(=O)N(C)CCN3C)cc2)[nH]1,-0.12342838197946548,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(=Nc2ccc([C@@H]3C(=O)N(C)CCN3C)cc2)[nH]1
1,7,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(N=c3cc(C)n(C)[nH]3)nc21,-0.1284320205450058,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(N=c3cc(C)n(C)[nH]3)nc21
1,7,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(=Nc2ccc(C(=O)N3CCOCC3)cc2)[nH]1,-0.13395899534225464,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(=Nc2ccc(C(=O)N3CCOCC3)cc2)[nH]1
